,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target
1239,H,0.9763469119579501,0.9837372448979591,0.518000699056274,0.5398351648351648,0.7391304347826086,0
1236,H,0.976018396846255,0.9834183673469387,0.4750087382034254,0.6401098901098902,0.6956521739130435,0
7336,H,0.9852168199737188,0.9901147959183673,0.541419084236281,0.5879120879120879,0.8221343873517787,0
9453,H,0.9796320630749015,0.9853316326530611,0.4753582663404404,0.7802197802197802,0.42292490118577075,0
8343,H,0.9816031537450723,0.9878826530612245,0.5022719328905977,0.6620879120879122,0.6482213438735178,0
6637,H,0.990473061760841,0.9901147959183673,0.5078643830828382,0.6593406593406593,0.4901185770750988,0
3341,H,0.9901445466491459,0.990752551020408,0.4645228940929745,0.7142857142857143,0.6324110671936759,0
4614,H,0.9954007884362681,0.9923469387755101,0.5253407899335897,0.5082417582417582,0.6007905138339921,0
3090,H,0.9858738501971093,0.9862882653061225,0.506116742397763,0.6291208791208791,0.6442687747035574,0
1642,H,0.9789750328515112,0.9815051020408163,0.5550506815798671,0.48626373626373626,0.4505928853754941,0
1087,H,0.9753613666228647,0.9815051020408163,0.541419084236281,0.49175824175824173,0.8142292490118577,1
9085,H,0.976018396846255,0.9818239795918365,0.47710590702551553,0.7417582417582418,0.6877470355731226,0
6097,H,0.9885019710906702,0.9910714285714285,0.5162530583711988,0.5274725274725275,0.1225296442687747,0
1225,H,0.976018396846255,0.9830994897959183,0.5214959804264243,0.570054945054945,0.5573122529644269,0
9716,H,0.9822601839684626,0.9885204081632653,0.4847955260398462,0.6208791208791209,0.43478260869565216,0
1738,H,0.9802890932982917,0.9818239795918365,0.6808808109052779,0.29395604395604397,0.5375494071146245,0
6099,H,0.9885019710906702,0.990752551020408,0.5623907724571828,0.3942307692307692,0.1541501976284585,0
2542,H,0.9829172141918529,0.9850127551020407,0.5983921705697308,0.3626373626373626,0.37549407114624506,0
2669,H,0.9845597897503285,0.9862882653061225,0.5221950367004544,0.5192307692307692,0.8458498023715415,0
3903,H,0.992772667542707,0.9920280612244898,0.5159035302341839,0.543956043956044,0.3794466403162055,0
1082,H,0.976018396846255,0.9818239795918365,0.4963299545613422,0.5467032967032966,0.758893280632411,0
1616,H,0.978318002628121,0.9815051020408163,0.5809157637189793,0.4217032967032967,0.18972332015810275,0
1764,H,0.9796320630749015,0.9808673469387755,0.46067808458580917,0.7651098901098902,0.0,0
4358,H,0.9921156373193167,0.9882015306122448,0.5613421880461377,0.47390109890109894,0.616600790513834,0
2167,H,0.9842312746386336,0.9856505102040817,0.5550506815798671,0.5673076923076923,0.0,0
4078,H,0.992444152431012,0.990752551020408,0.45228940929744843,0.8571428571428572,0.39920948616600793,1
8685,H,0.9763469119579501,0.9837372448979591,0.5326808808109053,0.5686813186813187,0.758893280632411,0
8902,H,0.9770039421813403,0.9843749999999999,0.5319818245368753,0.635989010989011,0.5770750988142292,0
9280,H,0.9796320630749015,0.9846938775510203,0.5138063614120937,0.5947802197802198,0.24110671936758893,0
9328,H,0.9806176084099869,0.9856505102040817,0.716882209017826,0.260989010989011,0.7272727272727273,0
9079,H,0.9766754270696453,0.9824617346938775,0.5431667249213562,0.5824175824175825,0.6245059288537549,0
1120,H,0.9743758212877793,0.9811862244897959,0.5781195386228591,0.42582417582417587,0.35968379446640314,0
6419,H,0.9865308804204994,0.9882015306122448,0.4872422229989514,0.6414835164835165,0.8300395256916996,1
3909,H,0.9931011826544022,0.9926658163265306,0.6095770709542118,0.41620879120879123,0.45849802371541504,0
8055,H,0.9862023653088042,0.9936224489795918,0.5228940929744844,0.5645604395604396,0.23715415019762845,0
7883,H,0.9878449408672799,0.9958545918367346,0.505417686123733,0.6236263736263736,0.33992094861660077,0
7502,H,0.9865308804204994,0.9939413265306122,0.5784690667598742,0.4107142857142857,0.7628458498023716,0
9338,H,0.9806176084099869,0.9853316326530611,0.5351275777700105,0.42307692307692313,0.8379446640316206,0
1910,H,0.9789750328515112,0.9811862244897959,0.5407200279622509,0.5054945054945055,0.7351778656126482,0
6472,H,0.9868593955321945,0.9872448979591837,0.5491087032506117,0.46153846153846156,0.4980237154150198,0
9342,H,0.9799605781865967,0.9850127551020407,0.5962950017476407,0.4368131868131868,0.03162055335968379,0
7719,H,0.987516425755585,0.9939413265306122,0.5365256903180706,0.4574175824175824,0.36363636363636365,0
8260,H,0.9825886990801579,0.9904336734693877,0.4655714785040196,0.6593406593406593,0.5849802371541502,0
9377,H,0.9779894875164258,0.9830994897959183,0.5200978678783642,0.5631868131868132,0.39920948616600793,0
6303,H,0.9894875164257556,0.9904336734693877,0.5092624956308983,0.6936813186813187,0.4505928853754941,0
8544,H,0.9806176084099869,0.9866071428571427,0.7029010835372247,0.2884615384615385,0.233201581027668,0
9065,H,0.9763469119579501,0.9834183673469387,0.7626703949667948,0.23763736263736265,0.47035573122529645,0
3752,H,0.9931011826544022,0.9920280612244898,0.5085634393568682,0.5535714285714286,0.5731225296442688,0
9796,H,0.9802890932982917,0.9862882653061225,0.5921006641034603,0.42445054945054944,0.43873517786561267,0
5049,H,0.9986859395532195,0.998405612244898,0.5145054176861237,0.625,0.6561264822134387,0
2420,H,0.9816031537450723,0.9827806122448979,0.506815798671793,0.614010989010989,0.05533596837944664,0
8323,H,0.9812746386333772,0.9869260204081632,0.5078643830828382,0.554945054945055,0.4268774703557312,0
4367,H,0.9921156373193167,0.9882015306122448,0.505767214260748,0.5879120879120879,0.7312252964426877,0
4898,H,0.9973718791064391,0.996173469387755,0.5103110800419434,0.7376373626373627,0.8458498023715415,0
986,H,0.973718791064389,0.9792729591836735,0.5725270884306186,0.44642857142857145,0.5770750988142292,0
7006,H,0.987516425755585,0.9904336734693877,0.49598042642432716,0.543956043956044,0.011857707509881422,0
2082,H,0.9835742444152431,0.9859693877551019,0.52883607130374,0.4958791208791209,0.8379446640316206,0
8866,H,0.978646517739816,0.9850127551020407,0.49493184201328205,0.543956043956044,0.17786561264822134,0
6061,H,0.9891590013140606,0.9920280612244898,0.5655365256903181,0.4052197802197802,0.6324110671936759,0
6787,H,0.9891590013140606,0.9904336734693877,0.4851450541768612,0.8035714285714286,0.26877470355731226,0
3535,H,0.9917871222076216,0.9917091836734693,0.5844110450891297,0.4107142857142857,0.05138339920948617,0
9870,H,0.9822601839684626,0.9882015306122448,0.658511010136316,0.3516483516483517,0.3952569169960474,0
8603,H,0.9766754270696453,0.9821428571428571,0.4837469416288011,0.6744505494505495,0.8142292490118577,0
2083,H,0.9835742444152431,0.9862882653061225,0.6092275428171968,0.3873626373626374,0.0,0
8060,H,0.9862023653088042,0.9933035714285714,0.49842712338343237,0.6085164835164835,0.2885375494071146,0
6861,H,0.9891590013140606,0.9926658163265306,0.7714085983921706,0.22802197802197804,0.16996047430830039,0
2981,H,0.9868593955321945,0.9866071428571427,0.5347780496329955,0.554945054945055,0.4426877470355731,0
6516,H,0.9891590013140606,0.9885204081632653,0.5138063614120937,0.5508241758241759,0.09090909090909091,0
3990,H,0.992772667542707,0.9923469387755101,0.5914016078294303,0.3873626373626374,0.48221343873517786,0
9179,H,0.978646517739816,0.9856505102040817,0.5015728766165677,0.614010989010989,0.03162055335968379,0
7196,H,0.9858738501971093,0.9888392857142857,0.49842712338343237,0.5865384615384616,0.25296442687747034,0
3430,H,0.9908015768725363,0.9904336734693877,0.6364907375043691,0.3598901098901099,0.6758893280632411,0
2305,H,0.9829172141918529,0.9837372448979591,0.46906675987416985,0.6524725274725275,0.5810276679841897,0
7637,H,0.9868593955321945,0.9929846938775508,0.5050681579867179,0.7197802197802198,0.4150197628458498,0
6344,H,0.9862023653088042,0.9878826530612245,0.48025166025865085,0.6552197802197803,0.03162055335968379,0
6384,H,0.9858738501971093,0.9872448979591837,0.5113596644529884,0.6195054945054945,0.44664031620553357,0
2593,H,0.9819316688567674,0.9837372448979591,0.49458231387626705,0.7417582417582418,0.023715415019762844,0
3592,H,0.9908015768725363,0.9897959183673468,0.4785040195735757,0.6236263736263736,0.616600790513834,0
3736,H,0.992772667542707,0.9920280612244898,0.5690318070604684,0.4203296703296704,0.4150197628458498,0
1979,H,0.9789750328515112,0.9808673469387755,0.4963299545613422,0.6291208791208791,0.5928853754940712,0
9655,H,0.9825886990801579,0.9885204081632653,0.5001747640685075,0.679945054945055,0.8102766798418972,0
8292,H,0.9819316688567674,0.9901147959183673,0.4994757077944775,0.5480769230769231,0.07509881422924901,0
4701,H,0.9970433639947438,0.9939413265306122,0.553652569031807,0.44917582417582425,0.5652173913043478,0
3300,H,0.9898160315374508,0.9897959183673468,0.5375742747291157,0.5274725274725275,0.25691699604743085,0
5008,H,0.9977003942181341,0.9974489795918366,0.5200978678783642,0.5879120879120879,0.2134387351778656,0
6462,H,0.987516425755585,0.9885204081632653,0.518350227193289,0.6043956043956045,0.383399209486166,0
9902,H,0.9812746386333772,0.9862882653061225,0.49003844809507163,0.6222527472527473,0.7509881422924901,0
9443,H,0.9789750328515112,0.9846938775510203,0.4931842013282069,0.739010989010989,0.2885375494071146,0
9278,H,0.9796320630749015,0.9846938775510203,0.5613421880461377,0.5480769230769231,0.20948616600790515,0
6222,H,0.9891590013140606,0.9910714285714285,0.6263544215309332,0.3543956043956044,0.4782608695652174,0
8739,H,0.9770039421813403,0.9843749999999999,0.4994757077944775,0.5164835164835165,0.466403162055336,0
8212,H,0.9829172141918529,0.9901147959183673,0.4645228940929745,0.6717032967032968,0.11857707509881422,0
6498,H,0.9881734559789751,0.9882015306122448,0.7133869276476756,0.26373626373626374,0.766798418972332,0
8631,H,0.9766754270696453,0.9830994897959183,0.5263893743446347,0.5082417582417582,0.2134387351778656,0
5539,H,0.9931011826544022,0.9939413265306122,0.518000699056274,0.5357142857142857,0.5019762845849802,0
9711,H,0.9825886990801579,0.9888392857142857,0.4994757077944775,0.5892857142857143,0.3794466403162055,0
5751,H,0.9931011826544022,0.9942602040816326,0.5155540020971688,0.5879120879120879,0.15019762845849802,0
8114,H,0.9868593955321945,0.9942602040816326,0.8724222299895141,0.18543956043956045,0.019762845849802372,0
727,H,0.9766754270696453,0.9840561224489796,0.5239426773855296,0.5164835164835165,0.5810276679841897,0
2129,H,0.9835742444152431,0.9853316326530611,0.5616917161831527,0.462912087912088,0.5138339920948617,0
7053,H,0.9878449408672799,0.9901147959183673,0.5477105907025516,0.5315934065934067,0.5098814229249012,0
1322,H,0.9819316688567674,0.9888392857142857,0.5075148549458232,0.6854395604395604,0.7391304347826086,0
5196,H,0.9983574244415243,0.9980867346938774,0.5302341838518001,0.4945054945054945,0.5612648221343873,0
302,H,0.978318002628121,0.9834183673469387,0.5284865431667249,0.4821428571428572,0.5454545454545454,0
5369,H,0.9954007884362681,0.9964923469387754,0.5267389024816498,0.5206043956043956,0.6442687747035574,0
1435,H,0.9816031537450723,0.9882015306122448,0.5333799370849354,0.5782967032967034,0.11857707509881422,0
6549,H,0.9898160315374508,0.9904336734693877,0.5337294652219504,0.6043956043956045,0.4505928853754941,0
9101,H,0.9766754270696453,0.9827806122448979,0.5777700104858441,0.43131868131868134,0.03557312252964427,0
9985,H,0.9812746386333772,0.9837372448979591,0.5494582313876267,0.48901098901098905,0.7984189723320159,0
8650,H,0.9770039421813403,0.9830994897959183,0.6190143306536177,0.37637362637362637,0.3952569169960474,0
9588,H,0.983245729303548,0.9897959183673468,0.5277874868926948,0.625,0.1067193675889328,0
7475,H,0.9865308804204994,0.9936224489795918,0.4680181754631248,0.7335164835164836,0.48616600790513836,0
834,H,0.9743758212877793,0.9802295918367345,0.4659210066410346,0.6895604395604397,0.6996047430830039,0
5576,H,0.9934296977660972,0.9948979591836734,0.5092624956308983,0.5961538461538461,0.09090909090909091,0
2120,H,0.9829172141918529,0.9846938775510203,0.6668996854246767,0.2925824175824176,0.41106719367588934,0
7605,H,0.9868593955321945,0.9926658163265306,0.7081440055924502,0.27884615384615385,0.10276679841897234,0
5715,H,0.992772667542707,0.994579081632653,0.5581964348130024,0.49175824175824173,0.6324110671936759,0
7002,H,0.9871879106438897,0.9904336734693877,0.4931842013282069,0.6483516483516484,0.7944664031620553,0
4591,H,0.9950722733245729,0.9923469387755101,0.7347081440055925,0.24450549450549453,0.35968379446640314,0
5499,H,0.9950722733245729,0.9958545918367346,0.4952813701502971,0.668956043956044,0.10276679841897234,0
8992,H,0.9763469119579501,0.9818239795918365,0.506815798671793,0.5109890109890111,0.5968379446640316,0
1796,H,0.9793035479632064,0.9808673469387755,0.5389723872771758,0.5096153846153847,0.33201581027667987,0
3851,H,0.992772667542707,0.9913903061224488,0.49458231387626705,0.6648351648351648,0.7312252964426877,0
8110,H,0.9865308804204994,0.9942602040816326,0.7483397413491786,0.2541208791208791,0.8063241106719368,0
3877,H,0.9940867279894877,0.9939413265306122,0.5141558895491087,0.6634615384615384,0.09881422924901186,0
7822,H,0.9852168199737188,0.9926658163265306,0.493883257602237,0.5741758241758241,0.6047430830039525,0
8652,H,0.9766754270696453,0.9830994897959183,0.5106606081789584,0.570054945054945,0.4268774703557312,0
1894,H,0.978646517739816,0.9805484693877551,0.6571128975882559,0.3200549450549451,0.5770750988142292,0
27,H,0.9825886990801579,0.9866071428571427,0.6329954561342188,0.33791208791208793,0.30434782608695654,0
7848,H,0.9862023653088042,0.9936224489795918,0.5407200279622509,0.5178571428571429,0.857707509881423,0
6473,H,0.9868593955321945,0.9869260204081632,0.5407200279622509,0.6964285714285715,0.5177865612648221,0
9173,H,0.978318002628121,0.9850127551020407,0.576721426074799,0.44230769230769235,0.7707509881422925,0
6164,H,0.9885019710906702,0.990752551020408,0.5788185948968892,0.4217032967032967,0.7905138339920948,0
7546,H,0.9862023653088042,0.9933035714285714,0.5082139112198532,0.5879120879120879,0.34782608695652173,0
5399,H,0.9947437582128779,0.996173469387755,0.4931842013282069,0.739010989010989,0.9723320158102767,1
7366,H,0.9842312746386336,0.9888392857142857,0.5351275777700105,0.5054945054945055,0.2450592885375494,0
6926,H,0.9891590013140606,0.9936224489795918,0.4952813701502971,0.7335164835164836,0.0,0
859,H,0.9730617608409987,0.978954081632653,0.5389723872771758,0.5576923076923077,0.11067193675889328,0
8173,H,0.9852168199737188,0.9929846938775508,0.5232436211114995,0.5082417582417582,0.6403162055335968,0
7407,H,0.9848883048620237,0.9913903061224488,0.4987766515204474,0.6483516483516484,0.6640316205533597,0
5710,H,0.992772667542707,0.9939413265306122,0.493883257602237,0.6387362637362638,0.5810276679841897,0
3963,H,0.9931011826544022,0.9933035714285714,0.5333799370849354,0.5247252747252747,0.1857707509881423,0
4933,H,0.9967148488830486,0.9955357142857142,0.5431667249213562,0.5054945054945055,0.3359683794466403,0
451,H,0.9773324572930355,0.9840561224489796,0.5033205173016427,0.6332417582417583,0.33201581027667987,0
288,H,0.9796320630749015,0.9834183673469387,0.48409646976581616,0.5796703296703297,0.38735177865612647,0
7960,H,0.9891590013140606,0.9955357142857142,0.5211464522894093,0.5851648351648352,0.20553359683794467,0
8523,H,0.9799605781865967,0.9862882653061225,0.5344285214959804,0.5728021978021979,0.019762845849802372,0
1759,H,0.9789750328515112,0.9802295918367345,0.5613421880461377,0.4835164835164836,0.7707509881422925,0
1160,H,0.9756898817345598,0.9811862244897959,0.6410346032855645,0.3269230769230769,0.7707509881422925,0
221,H,0.9802890932982917,0.9837372448979591,0.6385879063264592,0.3337912087912088,0.6047430830039525,0
9031,H,0.9773324572930355,0.9834183673469387,0.6267039496679483,0.3282967032967033,0.11067193675889328,0
2059,H,0.9839027595269383,0.9866071428571427,0.48444599790283116,0.6098901098901099,0.6086956521739131,0
4839,H,0.9967148488830486,0.994579081632653,0.49003844809507163,0.6868131868131868,0.2134387351778656,0
7882,H,0.9878449408672799,0.9958545918367346,0.5837119888150997,0.375,0.3201581027667984,0
3620,H,0.9917871222076216,0.9923469387755101,0.5152044739601538,0.5741758241758241,0.07114624505928854,0
2635,H,0.9852168199737188,0.9872448979591837,0.5110101363159735,0.7005494505494506,0.47035573122529645,0
4095,H,0.9921156373193167,0.9901147959183673,0.5099615519049283,0.5934065934065935,0.5849802371541502,0
6836,H,0.9891590013140606,0.9917091836734693,0.4680181754631248,0.7252747252747253,0.766798418972332,0
3829,H,0.9931011826544022,0.9913903061224488,0.4774554351625306,0.6648351648351648,0.5138339920948617,1
5963,H,0.9868593955321945,0.990752551020408,0.5788185948968892,0.49862637362637363,0.5019762845849802,0
4906,H,0.9973718791064391,0.996173469387755,0.5019224047535826,0.6263736263736264,0.03557312252964427,0
1198,H,0.9753613666228647,0.9818239795918365,0.5442153093324013,0.5013736263736264,0.2490118577075099,0
583,H,0.9779894875164258,0.9872448979591837,0.5931492485145055,0.44230769230769235,0.8300395256916996,0
4678,H,0.9973718791064391,0.9939413265306122,0.5159035302341839,0.5508241758241759,0.3359683794466403,0
6508,H,0.9888304862023654,0.9888392857142857,0.6137714085983922,0.4217032967032967,0.007905138339920948,0
1114,H,0.973718791064389,0.9799107142857143,0.5382733310031458,0.5137362637362637,0.2964426877470356,0
9840,H,0.9799605781865967,0.9859693877551019,0.5193988116043341,0.5824175824175825,0.06324110671936758,0
5168,H,0.9990144546649148,0.999362244897959,0.5927997203774904,0.40659340659340665,0.25691699604743085,0
8522,H,0.9799605781865967,0.9866071428571427,0.5700803914715135,0.4093406593406594,0.0,0
9755,H,0.9806176084099869,0.987563775510204,0.5456134218804614,0.4848901098901099,0.8221343873517787,0
587,H,0.9776609724047307,0.9869260204081632,0.5672841663753933,0.4546703296703297,0.8853754940711462,0
8265,H,0.9825886990801579,0.9904336734693877,0.6260048933939182,0.38461538461538464,0.6640316205533597,0
136,H,0.9812746386333772,0.9837372448979591,0.4963299545613422,0.6277472527472528,0.5652173913043478,0
1280,H,0.9799605781865967,0.9869260204081632,0.5316322963998602,0.5096153846153847,0.33201581027667987,0
350,H,0.9776609724047307,0.9830994897959183,0.4893393918210416,0.6085164835164835,0.16996047430830039,0
4884,H,0.9980289093298292,0.9964923469387754,0.5784690667598742,0.38461538461538464,0.6719367588932806,0
3640,H,0.9934296977660972,0.9936224489795918,0.5396714435512059,0.5370879120879122,0.2766798418972332,0
1649,H,0.9789750328515112,0.9818239795918365,0.518000699056274,0.5192307692307692,0.5217391304347826,0
7792,H,0.9858738501971093,0.9929846938775508,0.5190492834673192,0.554945054945055,0.2964426877470356,0
1889,H,0.9779894875164258,0.9802295918367345,0.5005242922055225,0.5521978021978022,0.5217391304347826,0
8082,H,0.9858738501971093,0.9933035714285714,0.49702901083537226,0.6346153846153847,0.5296442687747036,0
477,H,0.9770039421813403,0.9853316326530611,0.5131073051380636,0.5686813186813187,0.616600790513834,0
8924,H,0.976018396846255,0.9827806122448979,0.5337294652219504,0.5796703296703297,0.7865612648221344,0
3199,H,0.9858738501971093,0.9856505102040817,0.5452638937434463,0.48626373626373626,0.05533596837944664,0
7692,H,0.9871879106438897,0.9936224489795918,0.5263893743446347,0.4972527472527473,0.039525691699604744,0
7318,H,0.9852168199737188,0.9894770408163265,0.5365256903180706,0.603021978021978,0.6086956521739131,0
7348,H,0.9845597897503285,0.9894770408163265,0.5110101363159735,0.554945054945055,0.07509881422924901,0
2734,H,0.9845597897503285,0.9859693877551019,0.5494582313876267,0.4505494505494505,0.5612648221343873,0
7071,H,0.9878449408672799,0.9904336734693877,0.5260398462076197,0.5576923076923077,0.7075098814229249,0
2214,H,0.9845597897503285,0.9859693877551019,0.47361062565536527,0.6153846153846154,0.5019762845849802,0
7387,H,0.9848883048620237,0.9904336734693877,0.49737853897238726,0.6126373626373627,0.45849802371541504,0
4603,H,0.9950722733245729,0.9917091836734693,0.5075148549458232,0.8008241758241759,0.48616600790513836,0
4498,H,0.9940867279894877,0.9897959183673468,0.564138413142258,0.4945054945054945,0.2924901185770751,0
9984,H,0.9812746386333772,0.9834183673469387,0.5005242922055225,0.5879120879120879,0.7786561264822134,0
8281,H,0.9819316688567674,0.9904336734693877,0.5309332401258301,0.532967032967033,0.841897233201581,0
8777,H,0.9773324572930355,0.9840561224489796,0.517651170919259,0.532967032967033,0.05533596837944664,0
2445,H,0.9829172141918529,0.9843749999999999,0.48060118839566585,0.756868131868132,0.308300395256917,0
1762,H,0.9796320630749015,0.9808673469387755,0.5103110800419434,0.6675824175824177,0.8063241106719368,0
1329,H,0.9816031537450723,0.989158163265306,0.5812652918559944,0.4175824175824176,0.8260869565217391,0
5515,H,0.9944152431011827,0.9948979591836734,0.5186997553303041,0.570054945054945,0.25691699604743085,0
7453,H,0.9865308804204994,0.9939413265306122,0.5005242922055225,0.6552197802197803,0.24110671936758893,0
3904,H,0.992772667542707,0.9920280612244898,0.49842712338343237,0.6950549450549451,0.39920948616600793,0
7093,H,0.9878449408672799,0.9894770408163265,0.4785040195735757,0.6964285714285715,0.04743083003952569,0
4753,H,0.9960578186596584,0.9929846938775508,0.5616917161831527,0.5027472527472527,0.16996047430830039,0
8318,H,0.9812746386333772,0.987563775510204,0.5470115344285215,0.5398351648351648,0.3715415019762846,0
7880,H,0.9878449408672799,0.996173469387755,0.5092624956308983,0.6483516483516484,0.2924901185770751,0
904,H,0.971419185282523,0.9764030612244897,0.5096120237679134,0.6840659340659341,0.5968379446640316,0
5626,H,0.9944152431011827,0.9952168367346939,0.5602936036350926,0.44642857142857145,0.5849802371541502,0
3825,H,0.992772667542707,0.990752551020408,0.493883257602237,0.6717032967032968,0.4505928853754941,0
11,H,0.9809461235216822,0.9856505102040817,0.49737853897238726,0.6085164835164835,0.11462450592885376,0
9497,H,0.9825886990801579,0.9882015306122448,0.5043691017126879,0.5535714285714286,0.0,0
9876,H,0.9816031537450723,0.987563775510204,0.5106606081789584,0.756868131868132,0.466403162055336,0
5556,H,0.9937582128777924,0.9948979591836734,0.4743096819293953,0.576923076923077,0.7075098814229249,0
689,H,0.9776609724047307,0.9853316326530611,0.4732610975183502,0.7637362637362638,0.18181818181818182,0
1783,H,0.9799605781865967,0.9821428571428571,0.5428171967843411,0.5631868131868132,0.20553359683794467,0
298,H,0.978646517739816,0.9837372448979591,0.7441454037049983,0.25686813186813184,0.4980237154150198,0
7915,H,0.9881734559789751,0.9952168367346939,0.5337294652219504,0.4821428571428572,0.6482213438735178,0
5048,H,0.9986859395532195,0.9987244897959182,0.44425026214610275,0.9423076923076923,0.6363636363636364,1
4234,H,0.992772667542707,0.9913903061224488,0.5319818245368753,0.49313186813186816,0.24110671936758893,0
4494,H,0.9940867279894877,0.9897959183673468,0.576371897937784,0.4134615384615385,0.2450592885375494,0
3491,H,0.9917871222076216,0.9913903061224488,0.5557497378538973,0.47115384615384615,0.4189723320158103,0
772,H,0.9750328515111696,0.9821428571428571,0.5078643830828382,0.7005494505494506,0.09486166007905138,0
3223,H,0.987516425755585,0.9869260204081632,0.5225445648374694,0.5013736263736264,0.31225296442687744,0
9158,H,0.9770039421813403,0.9834183673469387,0.5197483397413492,0.6346153846153847,0.5928853754940712,0
5614,H,0.9954007884362681,0.9955357142857142,0.5676336945124082,0.39560439560439564,0.4624505928853755,0
3275,H,0.9898160315374508,0.9885204081632653,0.5354771059070255,0.49862637362637363,0.007905138339920948,0
7924,H,0.9878449408672799,0.994579081632653,0.48549458231387627,0.6387362637362638,0.7351778656126482,0
2127,H,0.983245729303548,0.9853316326530611,0.4980775952464173,0.5576923076923077,0.48616600790513836,0
111,H,0.9812746386333772,0.9840561224489796,0.5239426773855296,0.5975274725274725,0.33201581027667987,0
2975,H,0.9871879106438897,0.9866071428571427,0.4753582663404404,0.6346153846153847,0.3675889328063241,0
5988,H,0.9878449408672799,0.9910714285714285,0.4529884655714785,0.7994505494505495,0.8063241106719368,0
3775,H,0.9937582128777924,0.9920280612244898,0.6466270534778049,0.3200549450549451,0.8023715415019763,0
2489,H,0.9819316688567674,0.9843749999999999,0.5242922055225445,0.5714285714285715,0.7391304347826086,0
1378,H,0.9816031537450723,0.989158163265306,0.5085634393568682,0.6167582417582418,0.42292490118577075,0
8542,H,0.9802890932982917,0.9866071428571427,0.5284865431667249,0.4848901098901099,0.2015810276679842,0
9939,H,0.9799605781865967,0.9824617346938775,0.9213561691716183,0.17582417582417584,0.33201581027667987,0
6506,H,0.9888304862023654,0.9888392857142857,0.5082139112198532,0.6057692307692308,0.857707509881423,0
8298,H,0.9812746386333772,0.9888392857142857,0.5015728766165677,0.6263736263736264,0.14624505928853754,0
4793,H,0.9973718791064391,0.9968112244897959,0.5235931492485145,0.5521978021978022,0.6126482213438735,0
9860,H,0.9812746386333772,0.9872448979591837,0.6134218804613771,0.3695054945054945,0.2885375494071146,0
4972,H,0.9980289093298292,0.9968112244897959,0.6329954561342188,0.34203296703296704,0.7233201581027668,0
8422,H,0.9819316688567674,0.9894770408163265,0.4344634743096819,0.8653846153846154,0.6442687747035574,0
2133,H,0.983245729303548,0.9853316326530611,0.6053827333100315,0.40796703296703296,0.5573122529644269,0
5647,H,0.9937582128777924,0.9942602040816326,0.8283816847256205,0.20192307692307693,0.782608695652174,0
8881,H,0.9789750328515112,0.9859693877551019,0.5312827682628452,0.5206043956043956,0.35177865612648224,0
5575,H,0.9934296977660972,0.9948979591836734,0.5162530583711988,0.5453296703296704,0.07114624505928854,0
6950,H,0.9878449408672799,0.9926658163265306,0.48025166025865085,0.7293956043956045,0.2608695652173913,0
1658,H,0.9793035479632064,0.9821428571428571,0.5487591751135966,0.4848901098901099,0.6284584980237155,0
8009,H,0.9885019710906702,0.9948979591836734,0.7441454037049983,0.24450549450549453,0.6837944664031621,0
7054,H,0.9878449408672799,0.9901147959183673,0.5159035302341839,0.592032967032967,0.5296442687747036,0
4752,H,0.9963863337713535,0.9926658163265306,0.5249912617965746,0.5425824175824177,0.15019762845849802,0
6889,H,0.9885019710906702,0.9929846938775508,0.4847955260398462,0.5865384615384616,0.4782608695652174,0
5050,H,0.9986859395532195,0.9980867346938774,0.5945473610625656,0.4175824175824176,0.6758893280632411,0
554,H,0.9773324572930355,0.9866071428571427,0.47815449143656064,0.6222527472527473,0.5098814229249012,0
4745,H,0.9960578186596584,0.9923469387755101,0.5155540020971688,0.592032967032967,0.07905138339920949,0
5552,H,0.9937582128777924,0.9948979591836734,0.5519049283467319,0.4903846153846154,0.6600790513833992,0
8730,H,0.9766754270696453,0.9843749999999999,0.5484096469765816,0.46565934065934067,0.3675889328063241,0
7664,H,0.9871879106438897,0.9939413265306122,0.5082139112198532,0.6909340659340659,0.691699604743083,0
2215,H,0.9845597897503285,0.9859693877551019,0.5131073051380636,0.6813186813186813,0.5217391304347826,0
167,H,0.9802890932982917,0.9830994897959183,0.5096120237679134,0.5892857142857143,0.05928853754940711,0
2952,H,0.9878449408672799,0.9869260204081632,0.5826634044040545,0.41895604395604397,0.11462450592885376,0
4573,H,0.9947437582128779,0.9917091836734693,0.5019224047535826,0.5975274725274725,0.1857707509881423,0
1325,H,0.9816031537450723,0.9888392857142857,0.5477105907025516,0.5054945054945055,0.7786561264822134,0
2507,H,0.9829172141918529,0.9856505102040817,0.4928346731911919,0.646978021978022,0.03557312252964427,0
9649,H,0.9825886990801579,0.9885204081632653,0.5791681230339042,0.4546703296703297,0.7391304347826086,0
1665,H,0.9796320630749015,0.9818239795918365,0.5211464522894093,0.5453296703296704,0.7154150197628458,0
3746,H,0.9937582128777924,0.9926658163265306,0.48689269486193637,0.6524725274725275,0.5138339920948617,0
8210,H,0.9829172141918529,0.990752551020408,0.5718280321565886,0.40384615384615385,0.09090909090909091,0
4025,H,0.992444152431012,0.9917091836734693,0.6043341488989864,0.3585164835164836,0.8300395256916996,0
4879,H,0.9977003942181341,0.9964923469387754,0.5312827682628452,0.48901098901098905,0.6086956521739131,0
3261,H,0.9898160315374508,0.9888392857142857,0.5134568332750786,0.5453296703296704,0.7075098814229249,0
