,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type
2755,0.9842364532019704,0.9853409815168896,0.5121275121275122,0.5065274151436031,0.7865612648221344,No Failure
2756,0.9842364532019704,0.9853409815168896,0.6171171171171171,0.3864229765013055,0.7944664031620553,No Failure
2757,0.9845648604269295,0.9853409815168896,0.49861399861399863,0.4712793733681463,0.8023715415019763,No Failure
2758,0.9842364532019704,0.9853409815168896,0.48925848925848925,0.5913838120104439,0.8102766798418972,No Failure
2759,0.9842364532019704,0.9850223072020395,0.5138600138600139,0.5365535248041776,0.8221343873517787,No Failure
2760,0.9845648604269295,0.9853409815168896,0.4851004851004851,0.5561357702349871,0.8300395256916996,No Failure
2761,0.9845648604269295,0.98565965583174,0.4501039501039501,0.8498694516971279,0.8379446640316206,Overstrain Failure
2762,0.9845648604269295,0.9853409815168896,0.5124740124740125,0.5796344647519582,0.8458498023715415,No Failure
2763,0.9845648604269295,0.9853409815168896,0.5166320166320166,0.6201044386422977,0.8537549407114624,No Failure
2764,0.9848932676518882,0.98565965583174,0.4812889812889813,0.6892950391644909,0.0,No Failure
2765,0.9848932676518882,0.9859783301465901,0.48475398475398473,0.7154046997389034,0.011857707509881422,No Failure
2766,0.9848932676518882,0.9859783301465901,0.6545391545391546,0.33942558746736295,0.023715415019762844,No Failure
2767,0.9852216748768473,0.9862970044614404,0.667013167013167,0.2859007832898172,0.03557312252964427,No Failure
2768,0.9852216748768473,0.9862970044614404,0.5803880803880804,0.39425587467362927,0.043478260869565216,No Failure
2769,0.9852216748768473,0.9866156787762906,0.5117810117810118,0.4973890339425588,0.05138339920948617,No Failure
2770,0.9852216748768473,0.9866156787762906,0.4726264726264726,0.5992167101827677,0.06324110671936758,No Failure
2771,0.9848932676518882,0.9862970044614404,0.5027720027720027,0.5143603133159269,0.07114624505928854,No Failure
2772,0.9848932676518882,0.9859783301465901,0.5083160083160083,0.5378590078328982,0.07905138339920949,No Failure
2773,0.9848932676518882,0.9859783301465901,0.6437976437976438,0.293733681462141,0.08695652173913043,No Failure
2774,0.9855500821018063,0.9859783301465901,0.5401940401940402,0.5182767624020889,0.09486166007905138,No Failure
2775,0.9855500821018063,0.9859783301465901,0.5405405405405406,0.622715404699739,0.10276679841897234,No Failure
2776,0.9855500821018063,0.9859783301465901,0.5034650034650034,0.6214099216710184,0.11067193675889328,No Failure
2777,0.9855500821018063,0.9859783301465901,0.5072765072765073,0.5443864229765014,0.11857707509881422,No Failure
2778,0.9852216748768473,0.9859783301465901,0.45322245322245325,0.6553524804177546,0.12648221343873517,No Failure
2779,0.9855500821018063,0.9862970044614404,0.4688149688149688,0.664490861618799,0.13438735177865613,No Failure
2780,0.9858784893267651,0.9866156787762906,0.5391545391545391,0.46736292428198434,0.1422924901185771,No Failure
2781,0.9858784893267651,0.9862970044614404,0.7564102564102564,0.23237597911227156,0.1541501976284585,No Failure
2782,0.9858784893267651,0.9866156787762906,0.5166320166320166,0.5456919060052219,0.16205533596837945,No Failure
2783,0.9858784893267651,0.9866156787762906,0.5294525294525294,0.45822454308094,0.17391304347826086,No Failure
2784,0.9858784893267651,0.9866156787762906,0.4954954954954955,0.6879895561357703,0.1857707509881423,No Failure
2785,0.9858784893267651,0.9862970044614404,0.5180180180180181,0.42558746736292435,0.19367588932806323,No Failure
2786,0.9858784893267651,0.9862970044614404,0.5647955647955648,0.36945169712793735,0.2015810276679842,No Failure
2787,0.9862068965517242,0.9866156787762906,0.5280665280665281,0.5013054830287207,0.2134387351778656,No Failure
2788,0.9862068965517242,0.9866156787762906,0.4594594594594595,0.6840731070496084,0.22529644268774704,No Failure
2789,0.9862068965517242,0.9862970044614404,0.4982674982674983,0.5744125326370758,0.233201581027668,No Failure
2790,0.986535303776683,0.9866156787762906,0.4698544698544699,0.5992167101827677,0.25296442687747034,No Failure
2791,0.986535303776683,0.9866156787762906,0.49064449064449067,0.5652741514360313,0.2608695652173913,No Failure
2792,0.986535303776683,0.9869343530911407,0.5488565488565489,0.42558746736292435,0.28063241106719367,No Failure
2793,0.9862068965517242,0.9866156787762906,0.5533610533610533,0.4151436031331593,0.2885375494071146,No Failure
2794,0.986535303776683,0.9866156787762906,0.5381150381150381,0.5731070496083551,0.2964426877470356,No Failure
2795,0.9862068965517242,0.9862970044614404,0.4868329868329868,0.6449086161879896,0.30434782608695654,No Failure
2796,0.9858784893267651,0.9862970044614404,0.5332640332640333,0.46083550913838117,0.31620553359683795,No Failure
2797,0.9862068965517242,0.9866156787762906,0.48440748440748443,0.7010443864229766,0.3241106719367589,No Failure
2798,0.9862068965517242,0.9866156787762906,0.5433125433125433,0.5169712793733682,0.3359683794466403,No Failure
2799,0.9862068965517242,0.9866156787762906,0.4864864864864865,0.5822454308093995,0.3438735177865613,No Failure
2800,0.9858784893267651,0.9862970044614404,0.5197505197505198,0.5966057441253264,0.35177865612648224,No Failure
2801,0.9858784893267651,0.9862970044614404,0.568953568953569,0.3759791122715405,0.36363636363636365,No Failure
2802,0.9862068965517242,0.9866156787762906,0.5228690228690228,0.608355091383812,0.37549407114624506,No Failure
2803,0.9858784893267651,0.9862970044614404,0.46534996534996537,0.6553524804177546,0.38735177865612647,No Failure
2804,0.9855500821018063,0.9862970044614404,0.5024255024255024,0.5234986945169713,0.3952569169960474,No Failure
2805,0.9852216748768473,0.9859783301465901,0.5058905058905059,0.5678851174934726,0.4031620553359684,No Failure
2806,0.9852216748768473,0.98565965583174,0.4726264726264726,0.5378590078328982,0.41106719367588934,No Failure
2807,0.9848932676518882,0.98565965583174,0.5031185031185031,0.5469973890339426,0.4189723320158103,No Failure
2808,0.9848932676518882,0.98565965583174,0.5097020097020097,0.5456919060052219,0.4308300395256917,No Failure
2809,0.9848932676518882,0.9853409815168896,0.5537075537075538,0.45169712793733685,0.43873517786561267,No Failure
2810,0.9845648604269295,0.9850223072020395,0.613998613998614,0.3237597911227154,0.44664031620553357,No Failure
2811,0.9848932676518882,0.9853409815168896,0.6101871101871101,0.3342036553524805,0.45454545454545453,No Failure
2812,0.9852216748768473,0.98565965583174,0.4896049896049896,0.5313315926892951,0.4624505928853755,No Failure
2813,0.9852216748768473,0.98565965583174,0.6538461538461539,0.29503916449086165,0.4743083003952569,No Failure
2814,0.9852216748768473,0.98565965583174,0.48336798336798337,0.7375979112271541,0.48221343873517786,No Failure
2815,0.9855500821018063,0.9859783301465901,0.5436590436590436,0.4125326370757181,0.4901185770750988,No Failure
2816,0.9855500821018063,0.9859783301465901,0.4968814968814969,0.6174934725848564,0.5019762845849802,No Failure
2817,0.9858784893267651,0.9862970044614404,0.49099099099099097,0.5365535248041776,0.5098814229249012,No Failure
2818,0.9858784893267651,0.9862970044614404,0.5990990990990991,0.370757180156658,0.5177865612648221,No Failure
2819,0.9858784893267651,0.9862970044614404,0.4698544698544699,0.6671018276762403,0.525691699604743,No Failure
2820,0.9858784893267651,0.9862970044614404,0.49757449757449757,0.6370757180156658,0.5335968379446641,No Failure
2821,0.9862068965517242,0.9866156787762906,0.4916839916839917,0.5548302872062664,0.541501976284585,No Failure
2822,0.9862068965517242,0.9866156787762906,0.5519750519750519,0.4973890339425588,0.5533596837944664,No Failure
2823,0.9862068965517242,0.9862970044614404,0.4573804573804574,0.8120104438642298,0.5612648221343873,No Failure
2824,0.9862068965517242,0.9862970044614404,0.5017325017325017,0.5535248041775457,0.5731225296442688,No Failure
2825,0.9862068965517242,0.9859783301465901,0.5093555093555093,0.43733681462140994,0.5849802371541502,No Failure
2826,0.9862068965517242,0.9859783301465901,0.5585585585585585,0.43211488250652746,0.5928853754940712,No Failure
2827,0.986535303776683,0.9859783301465901,0.48925848925848925,0.6736292428198434,0.6047430830039525,No Failure
2828,0.986535303776683,0.9859783301465901,0.6496881496881497,0.31201044386422977,0.6126482213438735,No Failure
2829,0.9862068965517242,0.98565965583174,0.5585585585585585,0.4699738903394256,0.6245059288537549,No Failure
2830,0.986535303776683,0.98565965583174,0.4889119889119889,0.5430809399477807,0.6324110671936759,No Failure
2831,0.9862068965517242,0.9853409815168896,0.5162855162855163,0.6253263707571802,0.6442687747035574,No Failure
2832,0.986535303776683,0.98565965583174,0.5083160083160083,0.5261096605744126,0.6561264822134387,No Failure
2833,0.9862068965517242,0.9853409815168896,0.6261261261261262,0.34464751958224543,0.6679841897233202,No Failure
2834,0.9862068965517242,0.9850223072020395,0.47401247401247404,0.6005221932114883,0.6758893280632411,No Failure
2835,0.9862068965517242,0.9853409815168896,0.5446985446985447,0.41775456919060056,0.6837944664031621,No Failure
2836,0.9862068965517242,0.9850223072020395,0.5051975051975052,0.5783289817232377,0.691699604743083,No Failure
2837,0.9862068965517242,0.9850223072020395,0.5887040887040887,0.3955613577023499,0.7035573122529645,No Failure
2838,0.9862068965517242,0.98565965583174,0.5121275121275122,0.5156657963446476,0.7114624505928854,No Failure
2839,0.986535303776683,0.9859783301465901,0.47193347193347196,0.5496083550913838,0.7193675889328063,No Failure
2840,0.986535303776683,0.9859783301465901,0.5152460152460152,0.5078328981723238,0.7312252964426877,No Failure
2841,0.9862068965517242,0.9859783301465901,0.5907830907830908,0.38381201044386426,0.7509881422924901,No Failure
2842,0.9862068965517242,0.98565965583174,0.466042966042966,0.6984334203655354,0.758893280632411,No Failure
2843,0.9862068965517242,0.9853409815168896,0.5308385308385308,0.524804177545692,0.766798418972332,No Failure
2844,0.9862068965517242,0.9853409815168896,0.5717255717255717,0.45953002610966065,0.7747035573122529,No Failure
2845,0.9862068965517242,0.9853409815168896,0.48440748440748443,0.7101827676240209,0.782608695652174,No Failure
2846,0.9862068965517242,0.9853409815168896,0.48925848925848925,0.5848563968668408,0.7905138339920948,No Failure
2847,0.986535303776683,0.98565965583174,0.5284130284130284,0.5169712793733682,0.7984189723320159,No Failure
2848,0.9862068965517242,0.98565965583174,0.481981981981982,0.7558746736292429,0.8063241106719368,No Failure
2849,0.986535303776683,0.98565965583174,0.611919611919612,0.3681462140992167,0.8181818181818182,No Failure
2850,0.986535303776683,0.98565965583174,0.579002079002079,0.45691906005221933,0.8260869565217391,No Failure
2851,0.986863711001642,0.98565965583174,0.47574497574497576,0.6370757180156658,0.83399209486166,No Failure
2852,0.986863711001642,0.9859783301465901,0.46673596673596673,0.654046997389034,0.841897233201581,No Failure
2853,0.986863711001642,0.98565965583174,0.5332640332640333,0.5104438642297651,0.8537549407114624,No Failure
2854,0.986863711001642,0.98565965583174,0.5093555093555093,0.5326370757180157,0.8656126482213439,No Failure
2855,0.986863711001642,0.98565965583174,0.5294525294525294,0.4830287206266319,0.8735177865612648,No Failure
2856,0.986863711001642,0.98565965583174,0.5097020097020097,0.5900783289817233,0.8814229249011858,No Failure
2857,0.986535303776683,0.9853409815168896,0.5294525294525294,0.4856396866840732,0.9011857707509882,No Failure
2858,0.986863711001642,0.98565965583174,0.49099099099099097,0.6723237597911228,0.9130434782608695,Overstrain Failure
2859,0.987192118226601,0.9859783301465901,0.5367290367290367,0.566579634464752,0.9209486166007905,No Failure
2860,0.987192118226601,0.9859783301465901,0.5069300069300069,0.6422976501305484,0.9288537549407114,No Failure
2861,0.9875205254515599,0.9862970044614404,0.5124740124740125,0.5691906005221933,0.9486166007905138,No Failure
2862,0.987192118226601,0.9862970044614404,0.646916146916147,0.3002610966057441,0.9565217391304348,No Failure
2863,0.987192118226601,0.9859783301465901,0.5097020097020097,0.5757180156657964,0.9644268774703557,No Failure
2864,0.987192118226601,0.9859783301465901,0.4781704781704782,0.6214099216710184,0.9723320158102767,Tool Wear Failure
2865,0.9875205254515599,0.9869343530911407,0.5623700623700624,0.426892950391645,0.0,No Failure
2866,0.987848932676519,0.9869343530911407,0.691961191961192,0.27023498694516973,0.019762845849802372,No Failure
2867,0.9875205254515599,0.9866156787762906,0.48163548163548164,0.6331592689295039,0.02766798418972332,No Failure
2868,0.987848932676519,0.9869343530911407,0.49133749133749133,0.608355091383812,0.04743083003952569,No Failure
2869,0.987848932676519,0.9869343530911407,0.5263340263340264,0.46736292428198434,0.05533596837944664,No Failure
2870,0.987848932676519,0.9869343530911407,0.5263340263340264,0.5182767624020889,0.06324110671936758,No Failure
2871,0.9875205254515599,0.9866156787762906,0.5322245322245323,0.4856396866840732,0.07509881422924901,No Failure
2872,0.987848932676519,0.9866156787762906,0.5821205821205822,0.3746736292428199,0.08695652173913043,No Failure
2873,0.987192118226601,0.9859783301465901,0.5388080388080388,0.4947780678851175,0.09486166007905138,No Failure
2874,0.987192118226601,0.9862970044614404,0.5097020097020097,0.6475195822454308,0.11462450592885376,No Failure
2875,0.986863711001642,0.9859783301465901,0.6503811503811504,0.3107049608355092,0.1225296442687747,No Failure
2876,0.986863711001642,0.98565965583174,0.5467775467775468,0.39817232375979117,0.13438735177865613,No Failure
2877,0.986863711001642,0.9859783301465901,0.5734580734580734,0.4190600522193212,0.14624505928853754,No Failure
2878,0.986863711001642,0.9859783301465901,0.5204435204435205,0.44778067885117495,0.15810276679841898,No Failure
2879,0.987192118226601,0.9859783301465901,0.4736659736659737,0.8250652741514362,0.17786561264822134,Power Failure
2880,0.9875205254515599,0.9862970044614404,0.533957033957034,0.4856396866840732,0.18972332015810275,No Failure
2881,0.987192118226601,0.9866156787762906,0.5502425502425502,0.4830287206266319,0.1976284584980237,No Failure
2882,0.987192118226601,0.9866156787762906,0.5835065835065835,0.4281984334203655,0.20948616600790515,No Failure
2883,0.987192118226601,0.9862970044614404,0.4979209979209979,0.5221932114882507,0.21739130434782608,No Failure
2884,0.987192118226601,0.9866156787762906,0.48821898821898824,0.5535248041775457,0.22529644268774704,No Failure
2885,0.986863711001642,0.9862970044614404,0.4573804573804574,0.6514360313315927,0.233201581027668,No Failure
2886,0.986863711001642,0.9862970044614404,0.5665280665280665,0.4464751958224544,0.2450592885375494,No Failure
2887,0.986863711001642,0.9862970044614404,0.5859320859320859,0.360313315926893,0.2648221343873518,No Failure
2888,0.987192118226601,0.9866156787762906,0.47297297297297297,0.6527415143603134,0.2766798418972332,No Failure
2889,0.9875205254515599,0.9869343530911407,0.5277200277200277,0.4986945169712794,0.2885375494071146,No Failure
2890,0.987192118226601,0.9869343530911407,0.5519750519750519,0.42297650130548303,0.30039525691699603,No Failure
2891,0.987192118226601,0.9866156787762906,0.5828135828135829,0.4007832898172324,0.308300395256917,No Failure
2892,0.9875205254515599,0.9866156787762906,0.4604989604989605,0.7088772845953003,0.31620553359683795,No Failure
2893,0.9875205254515599,0.9866156787762906,0.5433125433125433,0.45953002610966065,0.3241106719367589,No Failure
2894,0.9875205254515599,0.9866156787762906,0.6004851004851005,0.3237597911227154,0.3359683794466403,No Failure
2895,0.9875205254515599,0.9866156787762906,0.5103950103950103,0.6279373368146215,0.3438735177865613,No Failure
2896,0.9875205254515599,0.9862970044614404,0.5658350658350658,0.4086161879895562,0.3557312252964427,No Failure
2897,0.987192118226601,0.9862970044614404,0.5301455301455301,0.524804177545692,0.3675889328063241,No Failure
2898,0.987192118226601,0.9862970044614404,0.5370755370755371,0.524804177545692,0.3794466403162055,No Failure
2899,0.987192118226601,0.9859783301465901,0.4885654885654886,0.5300261096605745,0.391304347826087,No Failure
2900,0.986863711001642,0.98565965583174,0.5453915453915454,0.43733681462140994,0.39920948616600793,No Failure
2901,0.987192118226601,0.9859783301465901,0.49376299376299376,0.5261096605744126,0.40711462450592883,No Failure
2902,0.987192118226601,0.9859783301465901,0.533957033957034,0.45953002610966065,0.4150197628458498,No Failure
2903,0.9875205254515599,0.9862970044614404,0.6004851004851005,0.34856396866840733,0.4268774703557312,No Failure
2904,0.987192118226601,0.9859783301465901,0.8648648648648649,0.17624020887728462,0.43873517786561267,No Failure
2905,0.987192118226601,0.9859783301465901,0.5377685377685377,0.47519582245430814,0.44664031620553357,No Failure
2906,0.987192118226601,0.98565965583174,0.48821898821898824,0.5052219321148825,0.45454545454545453,No Failure
2907,0.987192118226601,0.9859783301465901,0.5478170478170478,0.46605744125326376,0.4624505928853755,No Failure
2908,0.9875205254515599,0.9862970044614404,0.43347193347193347,0.7819843342036554,0.4743083003952569,No Failure
2909,0.9875205254515599,0.9866156787762906,0.5197505197505198,0.5757180156657964,0.48221343873517786,No Failure
2910,0.987192118226601,0.9862970044614404,0.546084546084546,0.5065274151436031,0.4901185770750988,No Failure
2911,0.9875205254515599,0.9862970044614404,0.46846846846846846,0.5744125326370758,0.4980237154150198,No Failure
2912,0.9875205254515599,0.9866156787762906,0.5755370755370756,0.3955613577023499,0.5098814229249012,No Failure
2913,0.9875205254515599,0.9866156787762906,0.533957033957034,0.45169712793733685,0.5177865612648221,No Failure
2914,0.987192118226601,0.9866156787762906,0.6541926541926542,0.26762402088772846,0.525691699604743,No Failure
2915,0.986863711001642,0.9862970044614404,0.43485793485793484,0.8107049608355092,0.5454545454545454,No Failure
2916,0.987192118226601,0.9866156787762906,0.4889119889119889,0.5430809399477807,0.5533596837944664,No Failure
2917,0.987192118226601,0.9862970044614404,0.5252945252945252,0.5091383812010444,0.5612648221343873,No Failure
2918,0.987192118226601,0.9862970044614404,0.5169785169785169,0.4438642297650131,0.5691699604743083,No Failure
2919,0.987192118226601,0.9866156787762906,0.5980595980595981,0.391644908616188,0.5810276679841897,No Failure
2920,0.9875205254515599,0.9869343530911407,0.5537075537075538,0.43994778067885126,0.5889328063241107,No Failure
2921,0.987848932676519,0.9872530274059911,0.5741510741510741,0.4060052219321149,0.5968379446640316,No Failure
2922,0.987848932676519,0.9869343530911407,0.5131670131670132,0.4973890339425588,0.6047430830039525,No Failure
2923,0.9875205254515599,0.9869343530911407,0.4840609840609841,0.6697127937336814,0.6126482213438735,No Failure
2924,0.987848932676519,0.9869343530911407,0.5062370062370062,0.5783289817232377,0.6245059288537549,No Failure
2925,0.9875205254515599,0.9866156787762906,0.48094248094248093,0.6671018276762403,0.6324110671936759,No Failure
2926,0.9875205254515599,0.9869343530911407,0.5221760221760222,0.6840731070496084,0.6442687747035574,No Failure
2927,0.9875205254515599,0.9866156787762906,0.4923769923769924,0.6501305483028721,0.6521739130434783,No Failure
2928,0.987848932676519,0.9869343530911407,0.4358974358974359,0.7167101827676241,0.6640316205533597,No Failure
2929,0.987848932676519,0.9869343530911407,0.5135135135135135,0.5091383812010444,0.6758893280632411,No Failure
2930,0.9875205254515599,0.9866156787762906,0.48613998613998616,0.6697127937336814,0.6877470355731226,No Failure
2931,0.987848932676519,0.9869343530911407,0.47574497574497576,0.5926892950391646,0.7075098814229249,No Failure
2932,0.9881773399014777,0.9869343530911407,0.5058905058905059,0.5496083550913838,0.7154150197628458,No Failure
2933,0.987848932676519,0.9869343530911407,0.6067221067221067,0.3642297650130548,0.7233201581027668,No Failure
2934,0.987848932676519,0.9866156787762906,0.5356895356895357,0.5522193211488251,0.7351778656126482,No Failure
2935,0.987848932676519,0.9869343530911407,0.5821205821205822,0.3681462140992167,0.7470355731225297,No Failure
2936,0.9881773399014777,0.9869343530911407,0.483021483021483,0.6370757180156658,0.758893280632411,No Failure
2937,0.9875205254515599,0.9866156787762906,0.6271656271656272,0.33942558746736295,0.7707509881422925,No Failure
2938,0.9875205254515599,0.9862970044614404,0.5124740124740125,0.4503916449086162,0.7786561264822134,No Failure
2939,0.9881773399014777,0.9869343530911407,0.49584199584199584,0.5404699738903395,0.7865612648221344,No Failure
2940,0.9881773399014777,0.9869343530911407,0.816008316008316,0.18798955613577026,0.7944664031620553,No Failure
2941,0.9875205254515599,0.9866156787762906,0.6916146916146916,0.2584856396866841,0.8023715415019763,Tool Wear Failure
2942,0.9875205254515599,0.9862970044614404,0.5062370062370062,0.6514360313315927,0.0,No Failure
2943,0.9875205254515599,0.9862970044614404,0.6954261954261954,0.25718015665796345,0.007905138339920948,No Failure
2944,0.9875205254515599,0.9866156787762906,0.5214830214830215,0.4556135770234987,0.02766798418972332,No Failure
2945,0.9875205254515599,0.9866156787762906,0.667013167013167,0.26762402088772846,0.03557312252964427,No Failure
2946,0.9875205254515599,0.9862970044614404,0.5620235620235621,0.39817232375979117,0.05533596837944664,No Failure
2947,0.9875205254515599,0.9862970044614404,0.5516285516285516,0.3785900783289817,0.06719367588932806,No Failure
2948,0.9875205254515599,0.9862970044614404,0.6410256410256411,0.31984334203655357,0.07509881422924901,No Failure
2949,0.9875205254515599,0.9862970044614404,0.5093555093555093,0.6357702349869453,0.08300395256916997,No Failure
2950,0.9875205254515599,0.9862970044614404,0.5006930006930007,0.6057441253263708,0.09486166007905138,No Failure
2951,0.9875205254515599,0.9862970044614404,0.5838530838530839,0.4060052219321149,0.1067193675889328,No Failure
2952,0.9875205254515599,0.9862970044614404,0.5776160776160776,0.39817232375979117,0.11462450592885376,No Failure
2953,0.9875205254515599,0.9862970044614404,0.5467775467775468,0.46214099216710186,0.13438735177865613,No Failure
2954,0.987192118226601,0.9859783301465901,0.5859320859320859,0.3655352480417755,0.1422924901185771,No Failure
2955,0.9875205254515599,0.9862970044614404,0.49861399861399863,0.5718015665796344,0.16205533596837945,No Failure
2956,0.987848932676519,0.9866156787762906,0.4864864864864865,0.5052219321148825,0.17391304347826086,No Failure
2957,0.987848932676519,0.9866156787762906,0.5190575190575191,0.597911227154047,0.1857707509881423,No Failure
2958,0.987848932676519,0.9862970044614404,0.5131670131670132,0.5809399477806789,0.19367588932806323,No Failure
2959,0.9875205254515599,0.9859783301465901,0.5505890505890506,0.45691906005221933,0.20553359683794467,No Failure
2960,0.9875205254515599,0.9862970044614404,0.5083160083160083,0.5783289817232377,0.21739130434782608,No Failure
2961,0.987192118226601,0.9859783301465901,0.5731115731115731,0.4281984334203655,0.22529644268774704,No Failure
2962,0.9875205254515599,0.9862970044614404,0.5225225225225225,0.52088772845953,0.233201581027668,No Failure
2963,0.9875205254515599,0.9866156787762906,0.49861399861399863,0.5613577023498695,0.24110671936758893,No Failure
2964,0.9875205254515599,0.9862970044614404,0.5862785862785863,0.3955613577023499,0.25296442687747034,No Failure
2965,0.9875205254515599,0.9862970044614404,0.6368676368676369,0.32506527415143605,0.2608695652173913,No Failure
2966,0.987192118226601,0.98565965583174,0.5547470547470548,0.524804177545692,0.2727272727272727,No Failure
2967,0.987192118226601,0.9859783301465901,0.47435897435897434,0.6736292428198434,0.28063241106719367,No Failure
2968,0.987192118226601,0.9859783301465901,0.4546084546084546,0.5900783289817233,0.2885375494071146,No Failure
2969,0.987192118226601,0.9859783301465901,0.5086625086625086,0.5757180156657964,0.30039525691699603,No Failure
2970,0.987192118226601,0.9859783301465901,0.5031185031185031,0.5143603133159269,0.308300395256917,No Failure
2971,0.9875205254515599,0.9862970044614404,0.48267498267498266,0.5731070496083551,0.3201581027667984,No Failure
2972,0.987192118226601,0.9859783301465901,0.4961884961884962,0.5770234986945171,0.33201581027667987,No Failure
2973,0.987192118226601,0.98565965583174,0.5232155232155232,0.6005221932114883,0.3438735177865613,No Failure
2974,0.987192118226601,0.9859783301465901,0.527027027027027,0.4856396866840732,0.3557312252964427,No Failure
2975,0.986863711001642,0.9859783301465901,0.47124047124047125,0.6031331592689296,0.3675889328063241,No Failure
2976,0.986863711001642,0.98565965583174,0.6517671517671517,0.3328981723237598,0.38735177865612647,No Failure
2977,0.986535303776683,0.98565965583174,0.4896049896049896,0.6566579634464752,0.39920948616600793,No Failure
2978,0.986863711001642,0.9859783301465901,0.568953568953569,0.4725848563968669,0.40711462450592883,No Failure
2979,0.986863711001642,0.9862970044614404,0.5343035343035343,0.5026109660574413,0.4268774703557312,No Failure
2980,0.986535303776683,0.9862970044614404,0.5013860013860014,0.5130548302872062,0.43478260869565216,No Failure
2981,0.986535303776683,0.9859783301465901,0.5301455301455301,0.5274151436031331,0.4426877470355731,No Failure
2982,0.986863711001642,0.9862970044614404,0.621968121968122,0.3616187989556136,0.4624505928853755,No Failure
2983,0.987192118226601,0.9866156787762906,0.446985446985447,0.7493472584856398,0.47035573122529645,No Failure
2984,0.987192118226601,0.9869343530911407,0.567914067914068,0.3968668407310705,0.4782608695652174,No Failure
2985,0.9875205254515599,0.9872530274059911,0.553014553014553,0.41122715404699745,0.48616600790513836,No Failure
2986,0.987192118226601,0.9872530274059911,0.5041580041580042,0.6266318537859008,0.49407114624505927,No Failure
2987,0.987192118226601,0.9872530274059911,0.5748440748440748,0.3772845953002611,0.5019762845849802,No Failure
2988,0.987192118226601,0.9872530274059911,0.5308385308385308,0.5548302872062664,0.5138339920948617,No Failure
2989,0.987192118226601,0.9872530274059911,0.5204435204435205,0.5535248041775457,0.525691699604743,No Failure
2990,0.987192118226601,0.9872530274059911,0.5848925848925849,0.37336814621409925,0.5335968379446641,No Failure
2991,0.986863711001642,0.9869343530911407,0.46465696465696466,0.664490861618799,0.541501976284585,No Failure
2992,0.986863711001642,0.9869343530911407,0.5838530838530839,0.38381201044386426,0.5533596837944664,No Failure
2993,0.986863711001642,0.9872530274059911,0.4747054747054747,0.7297650130548303,0.5652173913043478,No Failure
2994,0.986863711001642,0.9872530274059911,0.5062370062370062,0.685378590078329,0.5770750988142292,No Failure
2995,0.986863711001642,0.9872530274059911,0.5370755370755371,0.48825065274151436,0.5849802371541502,No Failure
2996,0.986863711001642,0.9872530274059911,0.5225225225225225,0.4934725848563969,0.5928853754940712,No Failure
2997,0.986863711001642,0.9872530274059911,0.466042966042966,0.818537859007833,0.6047430830039525,No Failure
2998,0.986863711001642,0.9869343530911407,0.5599445599445599,0.4503916449086162,0.6126482213438735,No Failure
2999,0.986863711001642,0.9869343530911407,0.48336798336798337,0.7963446475195823,0.6205533596837944,No Failure
3000,0.986863711001642,0.9872530274059911,0.4587664587664588,0.9503916449086163,0.6284584980237155,Power Failure
3001,0.986863711001642,0.9872530274059911,0.5006930006930007,0.5731070496083551,0.6482213438735178,No Failure
3002,0.986863711001642,0.9872530274059911,0.5388080388080388,0.5078328981723238,0.6561264822134387,No Failure
3003,0.987192118226601,0.9875717017208412,0.502079002079002,0.5535248041775457,0.6679841897233202,No Failure
3004,0.986863711001642,0.9875717017208412,0.507969507969508,0.6945169712793735,0.6798418972332015,No Failure
3005,0.986863711001642,0.9875717017208412,0.5207900207900208,0.48825065274151436,0.691699604743083,No Failure
3006,0.986535303776683,0.9869343530911407,0.5155925155925156,0.46605744125326376,0.6996047430830039,No Failure
3007,0.986535303776683,0.9869343530911407,0.4553014553014553,0.6553524804177546,0.7075098814229249,No Failure
3008,0.986535303776683,0.9869343530911407,0.536036036036036,0.49608355091383816,0.7154150197628458,No Failure
3009,0.986535303776683,0.9869343530911407,0.507969507969508,0.5195822454308094,0.7272727272727273,No Failure
3010,0.9862068965517242,0.9866156787762906,0.5325710325710326,0.4843342036553525,0.7391304347826086,No Failure
3011,0.9858784893267651,0.9862970044614404,0.4968814968814969,0.6723237597911228,0.7470355731225297,No Failure
3012,0.986535303776683,0.9866156787762906,0.4961884961884962,0.5835509138381202,0.758893280632411,No Failure
3013,0.986863711001642,0.9866156787762906,0.48163548163548164,0.6318537859007833,0.766798418972332,No Failure
3014,0.986863711001642,0.9869343530911407,0.5474705474705475,0.5587467362924282,0.7747035573122529,No Failure
3015,0.986863711001642,0.9869343530911407,0.5505890505890506,0.39817232375979117,0.782608695652174,No Failure
3016,0.986863711001642,0.9872530274059911,0.4993069993069993,0.6370757180156658,0.7905138339920948,No Failure
3017,0.986863711001642,0.9872530274059911,0.4521829521829522,0.6749347258485641,0.7984189723320159,No Failure
3018,0.986863711001642,0.9872530274059911,0.5426195426195426,0.46866840731070497,0.8063241106719368,No Failure
3019,0.986863711001642,0.9872530274059911,0.47782397782397784,0.7075718015665797,0.8181818181818182,Overstrain Failure
3020,0.986535303776683,0.9866156787762906,0.5346500346500347,0.4973890339425588,0.8260869565217391,No Failure
3021,0.986863711001642,0.9872530274059911,0.4923769923769924,0.6475195822454308,0.83399209486166,No Failure
