,PC1,PC2,encoded_condition
2988,-3.177439,0.496282,0
2989,1.114203,0.295836,0
2990,-0.09171,0.240048,0
2991,-1.035479,-1.273765,0
2992,-2.901087,0.493238,0
2993,-0.9757,-0.522727,0
2994,0.099787,-0.441918,0
2995,-1.413143,-1.322612,0
2996,1.292672,-1.195229,0
2997,1.515268,-0.456123,0
2998,-2.733652,-0.780294,0
2999,-0.950604,-1.277795,0
3000,-0.050739,0.467608,0
3001,-1.705227,0.542378,0
3002,-1.23432,-0.455994,0
3003,0.536869,0.436053,0
3004,-1.023419,-0.319203,0
3005,-0.247407,0.42437,0
3006,0.404063,0.740918,0
3007,-1.389545,-0.607397,0
3008,1.382382,1.191896,0
3009,0.056135,-1.872654,0
3010,0.199422,0.496778,0
3011,-1.192759,0.792564,0
3012,-2.491616,-0.213007,0
3013,0.589225,-0.692073,0
3014,1.04162,0.996792,0
3015,0.12432,1.017309,0
3016,-2.061687,1.283491,0
3017,-1.39881,1.123633,0
3018,-1.464808,1.337337,0
3019,-0.233264,0.505807,0
3020,0.625645,0.518586,0
3021,-0.247139,-0.504411,0
3022,0.616589,-0.46902,0
3023,1.183709,1.186892,0
3024,-2.076294,0.352617,0
3025,1.392094,-0.54128,0
3026,0.311195,-0.167239,0
3027,2.447347,0.491673,0
3028,-0.655177,0.136765,0
3029,-1.594977,-1.042112,0
3030,0.30991,0.752394,0
3031,1.677289,-0.346904,0
3032,0.989438,0.641591,0
3033,-0.141715,-0.486183,0
3034,-0.104105,-0.301659,0
3035,0.806332,-0.01173,0
3036,0.342329,-0.13376,0
3037,0.847437,0.243309,0
3038,-1.018099,0.619039,0
3039,-0.073774,0.022271,0
3040,-3.410409,1.146766,0
3041,0.059997,0.68082,0
3042,-0.556579,0.417618,0
3043,-0.316581,1.39948,0
3044,-1.367827,-0.186768,0
3045,-0.983255,0.745564,0
3046,0.659232,1.137367,0
3047,0.287901,0.083341,0
3048,1.089655,-0.224475,0
3049,-0.467449,-0.695169,0
3050,0.570866,-0.664609,0
3051,-0.091592,0.946735,0
3052,0.093205,0.725973,0
3053,0.81442,-0.807966,0
3054,1.044149,-0.20696,0
3055,-0.691607,-0.327272,0
3056,-0.42524,0.975908,0
3057,0.499032,-0.345276,0
3058,-0.811363,0.477232,0
3059,-0.232185,-0.221427,0
3060,1.975638,-0.559686,0
3061,-1.766629,-0.42751,0
3062,1.17957,0.11307,0
3063,1.512209,-0.484195,0
3064,1.335948,-0.476753,0
3065,1.01235,-1.647689,0
3066,0.266822,0.125113,0
3067,-0.454376,0.264875,0
3068,-0.890611,2.301433,0
3069,-0.723511,-0.022985,0
3070,-0.791486,1.411008,0
3071,1.411345,-0.200182,0
3072,0.674158,-0.352241,0
3073,-0.356663,-0.404048,0
3074,-0.339892,0.433692,0
3075,-0.862074,0.325487,0
3076,-0.333485,0.601332,0
3077,1.466817,0.774025,0
3078,0.312285,-0.414475,0
3079,0.557318,-0.581979,0
3080,0.153939,0.088347,0
3081,-0.236648,0.389273,0
3082,-2.064096,-0.197751,0
3083,-0.295273,0.084134,0
3084,-0.027603,0.410677,0
3085,-0.705752,0.276913,0
3086,0.436808,0.264698,0
3087,-0.497944,-0.340483,0
3088,0.377012,-1.291549,0
3089,0.221972,-0.311876,0
3090,-0.635212,0.180729,0
3091,-0.733065,0.699855,0
3092,-1.060861,1.360344,0
3093,-1.632491,1.457857,0
3094,1.163249,0.679733,0
3095,-0.833112,-0.83018,0
3096,-2.068575,0.166681,0
3097,-1.748435,0.501374,0
3098,-0.388483,0.761415,0
3099,-0.051777,0.644805,0
3100,-0.816753,-0.382568,0
3101,-0.820947,0.706416,0
3102,1.320637,-0.982739,0
3103,-0.795403,0.368736,0
3104,0.348813,0.288588,0
3105,-1.609646,-0.02706,0
3106,1.801916,-0.720702,0
3107,1.248585,-0.202639,0
3108,0.152913,-0.801038,0
3109,0.156563,1.098416,0
3110,2.207171,0.500103,0
3111,-1.597549,1.083237,0
3112,-0.858495,-0.355951,0
3113,0.295923,-0.142894,0
3114,-0.319436,-0.401306,0
3115,0.66486,-0.912311,0
3116,0.122997,0.296449,0
3117,0.71898,0.592066,0
3118,-0.325469,0.374598,0
3119,-0.672976,0.112072,0
3120,-1.43723,1.085229,0
3121,-0.931014,-0.252527,0
3122,-0.507426,0.801778,0
3123,-0.666382,0.011456,0
3124,-0.656912,1.020654,0
3125,2.145162,-1.818444,0
3126,2.29243,-0.660082,0
3127,0.293003,-0.628373,0
3128,1.098502,0.076371,0
3129,-0.277113,-1.933284,0
3130,-0.642078,0.480195,0
3131,0.57833,0.08905,0
3132,0.399648,-0.005781,0
3133,-0.83266,0.498281,0
3134,1.59777,0.320224,0
3135,-1.46534,0.614019,0
3136,-1.196098,-1.290151,0
3137,0.257578,-0.302032,0
3138,0.375688,0.226938,0
3139,0.269839,0.136488,0
3140,-1.383922,0.05838,0
3141,1.199241,-0.001669,0
3142,-0.572347,-0.082729,0
3143,1.387352,0.255132,0
3144,-0.601633,-0.008081,0
3145,0.997871,0.181988,0
3146,1.150512,1.096001,0
3147,0.816172,-0.791952,0
3148,-2.250862,-0.806427,0
3149,0.460837,-0.776922,0
3150,0.512077,-0.749673,0
3151,1.5144,-1.080275,0
3152,0.897022,-0.714276,0
3153,0.386413,-0.400135,0
3154,0.794897,0.424088,0
3155,-1.513057,-0.735389,0
3156,-0.582558,0.01777,0
3157,-1.335963,-0.453037,0
3158,0.559162,-1.343724,0
3159,1.401326,-1.291862,0
3160,1.864893,-0.566432,0
3161,-0.197753,1.034949,0
3162,0.218355,0.190173,0
3163,0.40459,0.251673,0
3164,0.856037,-1.285357,0
3165,-0.523424,0.621376,0
3166,-0.978046,-0.872585,0
3167,1.17548,-2.078786,0
3168,-0.879499,-0.322137,0
3169,0.174232,-0.320895,0
3170,-0.415425,0.081118,0
3171,0.364437,-1.868302,0
3172,-0.346418,0.368294,0
3173,-0.851343,0.454125,0
3174,0.353706,0.230137,0
3175,-1.433967,-1.003663,0
3176,-0.738039,0.098843,0
3177,0.029113,0.363385,0
3178,1.497006,0.51525,0
3179,0.136124,-0.512597,0
3180,-0.875215,0.032089,0
3181,0.9086,-0.959808,0
3182,-1.281178,-0.148716,0
3183,0.854908,-0.122065,0
3184,0.566501,0.699084,0
3185,-0.051833,0.690226,0
3186,-0.373042,-0.499258,0
3187,-0.549044,0.384272,0
3188,-1.330839,1.817941,0
3189,1.378758,-1.048664,0
3190,-0.432754,0.243616,0
3191,0.670033,-1.449858,0
3192,-0.112554,-0.006544,0
3193,-1.043367,-0.402789,0
3194,-0.538071,-0.770216,0
3195,1.199049,0.78385,0
3196,-0.903426,1.131589,0
3197,1.376978,0.153635,0
3198,0.221642,-0.247576,0
3199,-0.636485,1.024557,0
3200,0.403188,-2.138133,0
3201,0.166309,0.081622,0
3202,-0.426627,-0.08438,0
3203,-0.523883,-0.534664,0
3204,-0.037372,0.332506,0
3205,0.601969,-1.137938,0
3206,0.051495,-0.060967,0
3207,0.662004,0.808254,0
3208,-0.757783,0.676837,0
3209,1.073189,-0.775777,0
3210,-2.000034,2.382282,0
3211,0.452675,1.275669,0
3212,0.067522,0.714436,0
3213,-0.514053,-0.290702,0
3214,-0.93569,-0.407001,0
3215,-0.862128,0.144091,0
3216,0.076705,-0.771935,0
3217,-0.935579,0.035178,0
3218,-1.564412,0.031354,0
3219,2.418984,0.536921,0
3220,0.150972,1.00586,0
3221,1.930119,1.054274,0
3222,-0.390897,-0.213817,0
3223,-0.23428,-0.7553,0
3224,1.357133,-1.193575,0
3225,0.908842,-0.143265,0
3226,-1.829881,0.959711,0
3227,-0.358137,-0.265942,0
3228,0.498941,0.514926,0
3229,-0.943382,0.385382,0
3230,0.243753,0.263577,0
3231,0.008711,-0.248093,0
3232,-0.453535,-0.603716,0
3233,-2.999046,0.136883,0
3234,-0.770992,0.021513,0
3235,-1.16885,0.303366,0
3236,0.123587,-0.123764,0
3237,-0.341064,-0.052361,0
3238,0.542967,0.898238,0
3239,-0.849927,0.030254,0
3240,1.752128,0.398361,0
3241,0.832957,-0.538812,0
3242,0.192557,1.331309,0
3243,-0.071314,-0.903422,0
3244,-0.446828,-0.689294,0
3245,0.054531,1.072204,0
3246,0.079835,-1.063095,0
3247,0.854831,-0.862408,0
3248,-1.793922,-0.93829,0
3249,1.292013,-0.306716,0
3250,-0.083752,0.174999,0
3251,1.452022,-1.079054,0
3252,0.618998,-0.083543,0
3253,-0.084455,-0.150403,0
3254,-0.711101,-1.921929,0
3255,0.327891,-0.431659,0
3256,0.014121,0.579108,0
3257,-0.167996,0.268738,0
3258,-0.089439,-0.504846,0
3259,-0.692979,-0.149846,0
3260,1.197716,1.090429,0
3261,0.260769,0.82425,0
3262,-0.917566,0.283911,0
3263,-3.430777,-0.449811,0
3264,1.460269,2.246507,0
3265,-0.502334,0.106463,0
3266,-0.711384,1.372689,0
3267,0.148835,-0.361317,0
3268,-0.478796,-0.301061,0
3269,0.462792,1.475512,0
3270,-0.146024,0.030509,0
3271,0.721848,-2.952386,0
3272,-3.286016,0.140176,0
3273,1.181986,0.250551,0
3274,0.13993,0.791162,0
3275,0.116506,-0.674367,0
3276,0.143633,-0.104355,0
3277,-1.443597,0.870739,0
3278,0.09854,0.577462,0
3279,-0.249074,0.053289,0
3280,-0.847487,-0.014153,0
3281,-0.232872,0.852664,0
3282,0.865878,0.152624,0
3283,-0.551613,0.130841,0
3284,-0.298906,0.329773,0
3285,0.942922,1.108639,0
3286,-1.922165,-0.785481,0
3287,1.52538,-0.596086,0
3288,-1.417902,0.18797,0
3289,-2.840794,-0.252624,0
3290,0.055107,-0.405931,0
3291,-1.282448,0.118378,0
3292,0.991677,0.974914,0
3293,-1.062433,1.107904,0
3294,-0.185648,0.06407,0
3295,1.301015,-0.537339,0
3296,-0.466167,0.291869,0
3297,-0.68158,-0.069279,0
3298,1.208267,-0.112516,0
3299,1.122012,-1.498957,0
3300,-2.549793,1.022585,0
3301,0.592145,0.063996,0
3302,-0.607559,-0.186562,0
3303,1.312104,0.355173,0
3304,0.043161,-0.272051,0
3305,-1.37477,-0.112775,0
3306,0.035532,-0.964916,0
3307,0.347485,-0.669748,0
3308,0.578847,-0.142993,0
3309,-0.561179,0.201849,0
3310,0.476024,-0.361637,0
3311,-0.257493,0.545325,0
3312,-0.634323,0.466951,0
3313,-0.160987,-1.23676,0
3314,1.912034,-0.860953,0
3315,0.203922,1.191732,0
3316,-1.04814,0.157286,0
3317,0.342971,1.157664,0
3318,1.411923,0.082564,0
3319,-2.590034,-0.683093,0
3320,-1.233064,0.982487,0
3321,-0.2516,1.455779,0
3322,0.448102,0.036459,0
3323,-0.899941,1.032878,0
3324,-2.149651,-0.79754,0
3325,-0.579402,0.318252,0
3326,-0.705054,-0.595183,0
3327,-0.40601,0.216029,0
3328,-0.685241,0.66434,0
3329,-0.243573,-0.661315,0
3330,-0.409878,-0.566942,0
3331,-1.340066,0.279453,0
3332,2.954158,0.245627,0
3333,-0.445472,-0.111062,0
3334,-0.246537,0.3382,0
3335,0.492288,-0.82126,0
3336,-2.419681,-2.123328,0
3337,0.167695,-0.278405,0
3338,-0.464619,-0.100168,0
3339,-0.157088,-0.60526,0
3340,-0.624286,0.998037,0
3341,0.525501,0.363998,0
3342,-0.015516,0.015549,0
3343,-1.320405,-1.533617,0
3344,2.561236,0.038393,0
3345,0.573581,-1.215918,0
3346,0.814045,0.337624,0
3347,-0.786142,0.68118,0
3348,0.144393,0.188827,0
3349,-0.915936,-0.370677,0
3350,0.749034,-0.428545,0
3351,-0.144911,-0.425541,0
3352,-0.475948,0.687342,0
3353,-1.501563,1.661581,0
3354,0.215753,0.466219,0
3355,1.053047,1.043776,0
3356,-0.058855,0.594643,0
3357,-0.033364,-0.670662,0
3358,-0.214234,-0.922549,0
3359,0.31461,-1.470641,0
3360,-0.609653,-0.730275,0
3361,-0.333691,1.410434,0
3362,0.697241,-0.67439,0
3363,0.930863,1.539254,0
3364,0.171118,-0.051421,0
3365,-0.772792,1.745414,0
3366,0.05593,0.568347,0
3367,2.500483,-0.808328,0
3368,-1.368254,-0.774334,0
3369,1.170972,-0.760187,0
3370,0.70919,1.052855,0
3371,0.471047,1.190297,0
3372,2.098272,1.266341,0
3373,-0.020931,-0.810308,0
3374,0.244369,-0.498475,0
3375,-0.603974,-0.274408,0
3376,-1.554651,-0.006379,0
3377,-0.958887,2.021292,0
3378,-0.360458,-0.321652,0
3379,-1.325827,-0.220677,0
3380,0.785293,0.363499,0
3381,1.878875,-1.26469,0
3382,-0.539459,-0.186385,0
3383,1.106818,-0.201483,0
3384,-0.195882,-0.676625,0
3385,0.471664,-0.709431,0
3386,0.911915,-0.587842,0
3387,0.695264,0.465412,0
3388,2.116069,0.6706,0
3389,1.305273,0.538909,0
3390,-0.146957,-0.080112,0
3391,1.156979,0.416707,0
3392,-0.168046,1.229403,0
3393,-2.576651,0.59111,0
3394,0.070845,-0.066987,0
3395,0.386365,-0.156907,0
3396,2.705697,-1.598042,0
3397,-1.868103,0.220148,0
3398,1.461205,-0.250199,0
3399,-2.748466,1.235428,0
3400,2.801642,0.293228,0
3401,1.010427,-0.797634,0
3402,-0.125115,-0.175539,0
3403,-1.483565,2.319769,0
3404,-0.323679,0.03042,0
3405,-0.706643,0.443513,0
3406,-0.995313,-0.366014,0
3407,-0.975341,-0.052078,0
3408,-0.901283,0.077618,0
3409,2.04123,-1.095132,0
3410,0.968054,-0.500104,0
3411,-0.454899,0.362751,0
3412,-0.865626,-0.838037,0
3413,-0.493595,0.24513,0
3414,0.275711,0.675121,0
3415,0.392561,-0.109052,0
3416,1.015268,0.978253,0
3417,0.227094,0.446649,0
3418,0.335599,0.776899,0
3419,-1.308062,0.214709,0
3420,-0.13122,-0.385046,0
3421,0.511981,-0.535049,0
3422,0.474079,0.212182,0
3423,-0.701231,0.121987,0
3424,2.347763,0.865377,0
3425,-0.992041,0.182227,0
3426,0.032963,-0.003314,0
3427,-0.988114,1.170821,0
3428,1.192197,0.126863,0
3429,-0.235604,1.663061,0
3430,-0.380416,0.366714,0
3431,-0.901068,-0.103274,0
3432,-0.123205,-1.335599,0
3433,0.043538,-0.467481,0
3434,-1.930358,0.29051,0
3435,0.037965,0.032613,0
3436,-1.638966,1.169597,0
3437,1.772656,-1.015305,0
3438,0.743883,-0.150215,0
3439,1.329577,-0.354955,0
3440,-0.305297,-0.314709,0
3441,-0.374679,1.577741,0
3442,-0.285214,-0.457119,0
3443,0.433448,-0.175718,0
3444,-1.800359,1.109658,0
3445,0.013116,-0.00382,0
3446,0.317547,0.458164,0
3447,-1.021328,1.588241,0
3448,0.806949,-0.189215,0
3449,-0.564931,-1.874544,0
3450,1.454293,-0.426966,0
3451,0.99436,-0.466231,0
3452,1.184668,-2.311947,0
3453,3.417354,-0.886263,0
3454,-1.079505,0.813159,0
3455,0.191346,-0.166573,0
3456,-3.680201,0.7606,0
3457,-0.532422,0.00143,0
3458,0.464495,0.105426,0
3459,0.183581,-0.278785,0
3460,-0.846189,-1.780729,0
3461,1.360701,-0.916551,0
3462,1.392687,-0.534843,0
3463,0.355383,-2.785017,0
3464,-2.122119,1.39019,0
3465,0.12606,0.047446,0
3466,-0.430952,0.47769,0
3467,0.756359,-1.65389,0
3468,0.873966,-0.440925,0
3469,-0.102857,0.471566,0
3470,0.016179,-1.738124,0
3471,1.075495,0.149804,0
3472,-0.176382,-0.189071,0
3473,-0.127905,0.085,0
3474,0.391928,-0.93209,0
3475,-0.31691,-0.60434,0
3476,-0.233277,0.806558,0
3477,-0.28273,-0.370708,0
3478,-0.206307,0.000961,0
3479,-1.983162,-0.288169,0
3480,1.605127,-0.542795,0
3481,0.574589,0.094474,0
3482,-0.523861,-0.316786,0
3483,-1.117351,2.456117,0
3484,0.104122,-0.369729,0
3485,0.147933,-0.035691,0
3486,-1.069336,0.469766,0
3487,0.429111,0.565416,0
3488,0.531072,0.133169,0
3489,-0.151498,0.639908,0
3490,0.478468,0.293362,0
3491,0.527827,0.663503,0
3492,0.531518,-0.521915,0
3493,-1.059171,0.560328,0
3494,1.194029,-0.29071,0
3495,-0.095086,-0.052117,0
3496,-1.467274,0.495755,0
3497,2.518327,-1.713347,0
3498,-0.014579,0.050929,0
3499,-3.536237,1.134389,0
3500,-0.180289,-1.180119,0
3501,0.656589,0.468866,0
3502,0.2905,-1.657712,0
3503,0.270888,-0.72125,0
3504,-1.026839,0.791298,0
3505,-1.117034,-1.144973,0
3506,-0.082028,1.57288,0
3507,-0.543835,0.076693,0
3508,0.168673,-0.587395,0
3509,-0.297271,-0.159837,0
3510,1.711455,-0.603538,0
3511,-0.471106,0.177975,0
3512,-1.702467,-0.673297,0
3513,1.851596,-0.799029,0
3514,0.750198,0.333391,0
3515,0.486595,-0.378635,0
3516,0.14551,0.200352,0
3517,-0.125836,0.646118,0
3518,0.48103,-1.15702,0
3519,-0.467652,-0.450792,0
3520,0.422927,-0.457738,0
3521,-3.120079,0.748042,0
3522,1.561945,-0.094375,0
3523,0.5235,-0.07047,0
3524,1.02736,-0.726412,0
3525,0.273915,2.942757,0
3526,0.488285,0.329433,0
3527,2.037013,-0.598544,0
3528,0.107296,-0.17103,0
3529,-0.471846,-0.362402,0
3530,0.373681,-1.747587,0
3531,-0.823673,1.235564,0
3532,0.508491,0.047511,0
3533,-0.578251,0.520975,0
3534,1.792394,-0.50543,0
3535,-0.481136,0.157569,0
3536,1.808858,0.439222,0
3537,-0.520094,0.00923,0
3538,0.787104,-0.192762,0
3539,0.988724,-0.356896,0
3540,3.222398,-0.599994,0
3541,-1.709164,-1.893099,0
3542,-0.327851,-0.412623,0
3543,-0.475417,0.379411,0
3544,-1.151789,-0.353619,0
3545,0.997159,-0.468985,0
3546,0.555403,-0.478384,0
3547,-0.19675,0.552338,0
3548,0.06076,-0.647007,0
3549,-1.155658,-0.854297,0
3550,-1.017788,0.903286,0
3551,-0.668187,-1.715383,0
3552,-1.320637,0.305895,0
3553,-0.21017,1.720505,0
3554,1.386128,-0.257175,0
3555,-2.886665,1.399565,0
3556,-0.796539,0.125281,0
3557,0.907796,-0.501515,0
3558,-0.182214,-1.202715,0
3559,-0.998681,-0.099723,0
3560,-0.46273,0.64377,0
3561,0.518489,-0.322032,0
3562,-0.227493,0.220887,0
3563,-1.843763,-0.417904,0
3564,-0.060272,0.383224,0
3565,3.864679,-0.338499,0
3566,2.17454,2.328694,0
3567,0.546958,-0.420204,0
3568,0.561247,0.136865,0
3569,-0.884924,0.868372,0
3570,-0.876404,1.342751,0
3571,0.43746,-0.195799,0
3572,2.13686,-0.520948,0
3573,1.55762,2.314988,0
3574,-0.48602,0.16518,0
3575,3.129721,0.020931,0
3576,-0.331308,0.004438,0
3577,0.443778,1.389714,0
3578,0.773653,0.170332,0
3579,0.852561,-0.326754,0
3580,1.071218,0.600869,0
3581,2.184065,0.811335,0
3582,-1.557039,0.809405,0
3583,-2.161433,-1.80794,0
3584,0.768873,0.420456,0
3585,-2.528708,0.067734,0
3586,-0.202634,-0.104502,0
3587,-0.334807,0.087356,0
3588,0.346506,2.046796,0
3589,0.269493,-1.181374,0
3590,-1.392017,-0.110919,0
3591,0.601363,0.438672,0
3592,-0.255409,-0.40989,0
3593,-0.835494,0.243628,0
3594,-1.151382,-0.610116,0
3595,1.023099,0.486896,0
3596,-1.333281,1.567594,0
3597,2.015667,-0.280807,0
3598,0.848527,-0.516544,0
3599,0.969006,-0.768195,0
3600,-0.428153,0.184907,0
3601,-0.434528,0.779755,0
3602,0.02646,0.27913,0
3603,2.311904,-0.125037,0
3604,0.661241,0.189514,0
3605,0.155328,-0.090987,0
3606,0.839829,-0.696392,0
3607,0.085022,-0.202678,0
3608,0.005027,-1.984639,0
3609,0.146199,-0.698899,0
3610,1.307775,-0.950113,0
3611,-0.383307,0.184715,0
3612,-2.168011,1.166255,0
3613,1.696029,-0.52513,0
3614,-0.598584,1.618008,0
3615,0.538297,0.335217,0
3616,0.179581,0.790859,0
3617,-0.209272,0.424669,0
3618,-0.976977,-0.68159,0
3619,-0.813448,-1.44362,0
3620,-1.143059,-0.565348,0
3621,-0.320509,-0.557933,0
3622,-1.752737,-0.558027,0
3623,-0.888454,0.056193,0
3624,-1.585239,-0.390502,0
3625,-0.320255,-0.733727,0
3626,0.903784,0.220777,0
3627,1.118267,1.677036,0
3628,1.538372,-0.682577,0
3629,0.095382,-0.494985,0
3630,0.698413,-0.012771,0
3631,-2.567544,-1.701853,0
3632,-0.076415,-0.04495,0
3633,-0.776231,1.812392,0
3634,1.173579,0.070483,0
3635,-1.364418,0.129425,0
3636,-0.332265,-0.119382,0
3637,-0.237927,0.243425,0
3638,0.597969,0.148297,0
3639,1.260074,-0.141145,0
3640,-1.042824,-0.037405,0
3641,-0.997242,0.43148,0
3642,0.143218,-0.093579,0
3643,-0.775465,0.108288,0
3644,-1.351615,-0.746152,0
3645,0.11434,-0.099791,0
3646,-0.351379,-0.370679,0
3647,-0.158012,0.083029,0
3648,0.027388,-0.804724,0
3649,1.542248,-0.732954,0
3650,1.336549,0.359616,0
3651,0.518548,-0.124545,0
3652,0.010699,0.002925,0
3653,-0.704958,-0.127383,0
3654,-0.154099,0.382985,0
3655,1.435285,-1.810021,0
3656,0.113844,-1.022861,0
3657,1.358242,1.599583,0
3658,0.137916,0.180965,0
3659,0.436306,-0.656716,0
3660,-0.584458,-0.271853,0
3661,-1.701945,0.392705,0
3662,0.236965,-0.26189,0
3663,0.445748,-0.375264,0
3664,-1.776501,0.473943,0
3665,0.885782,0.356853,0
3666,-1.230708,0.485083,0
3667,1.027091,0.443613,0
3668,-3.596408,0.548444,0
3669,0.288976,-0.267366,0
3670,-0.760741,1.07129,0
3671,-1.614746,0.114355,0
3672,-1.440959,-1.450349,0
3673,-0.522242,-0.529036,0
3674,0.285809,-0.424502,0
3675,-1.457627,-0.634292,0
3676,0.440688,0.315773,0
3677,-1.531517,0.539163,0
3678,0.78102,-0.158604,0
3679,0.378304,0.722594,0
3680,-0.260204,-0.76801,0
3681,-0.394949,-0.846788,0
3682,1.801572,1.159906,0
3683,0.388476,0.06319,0
3684,-0.890102,0.699134,0
3685,0.775579,-0.261666,0
3686,0.832701,1.353966,0
3687,-2.03824,0.698103,0
3688,0.420374,0.630558,0
3689,-2.745243,-0.721972,0
3690,1.625873,-0.821012,0
3691,1.364785,0.656513,0
3692,-0.180335,1.830246,0
3693,1.452608,-0.873597,0
3694,-0.415493,-0.298349,0
3695,0.575831,-0.573928,0
3696,-0.256778,-0.185475,0
3697,-0.444403,0.251685,0
3698,2.706637,-0.724282,0
3699,-1.626878,0.925697,0
3700,-0.678589,0.165507,0
3701,2.048699,0.842278,0
3702,-1.247721,0.960164,0
3703,2.47828,-1.240956,0
3704,0.543953,0.150091,0
3705,0.366125,0.298236,0
3706,-0.767724,0.35855,0
3707,0.440704,-0.176402,0
3708,0.325517,-0.447168,0
3709,-0.908001,0.204827,0
3710,-0.693207,-0.564398,0
3711,-1.10834,-0.310603,0
3712,-1.998766,1.106944,0
3713,0.490415,0.571631,0
3714,1.992725,0.537694,0
3715,-0.855675,0.087352,0
3716,-0.456196,0.235527,0
3717,0.194909,-0.00992,0
3718,1.638425,-0.362793,0
3719,-0.320557,1.185812,0
3720,-0.978069,0.491567,0
3721,1.799516,-0.537932,0
3722,-0.422558,0.719663,0
3723,0.80974,0.60051,0
3724,0.100903,0.42926,0
3725,0.908815,-0.081258,0
3726,-1.17972,0.4769,0
3727,-1.359072,-0.083858,0
3728,-0.724347,0.745091,0
3729,0.768661,0.172572,0
3730,0.315763,0.181436,0
3731,0.931202,-0.260402,0
3732,1.354248,0.937037,0
3733,1.728738,0.16635,0
3734,0.884518,-0.328988,0
3735,-0.828029,0.739039,0
3736,0.934441,-1.065771,0
3737,0.504584,0.517663,0
3738,0.385241,0.168582,0
3739,0.485919,-0.610694,0
3740,-0.154003,-0.009422,0
3741,0.330736,-0.060008,0
3742,-0.498634,-0.378089,0
3743,-1.172846,0.068779,0
3744,0.218253,-0.132381,0
3745,1.43904,1.15455,0
3746,0.351331,-1.195215,0
3747,1.005951,0.21805,0
3748,0.687493,-1.098886,0
3749,-0.016519,-0.181882,0
3750,0.77586,0.183157,0
3751,0.512733,0.156255,0
3752,-0.574049,-0.611108,0
3753,-0.99801,-0.875071,0
3754,-0.223855,0.656407,0
3755,-0.942029,0.217225,0
3756,-0.59673,-0.805428,0
3757,-0.347933,0.748488,0
3758,1.65584,-0.006539,0
3759,-0.214898,-0.564444,0
3760,-1.446021,0.304372,0
3761,-0.648305,0.232648,0
3762,0.011831,-0.204871,0
3763,0.874674,-0.195437,0
3764,-3.277889,0.050949,0
3765,0.119817,-0.515268,0
3766,-0.122453,0.951218,0
3767,3.090403,-1.067796,0
3768,-1.629789,0.462958,0
3769,-0.20044,0.303982,0
3770,-0.09022,-1.052542,0
3771,1.672918,0.384349,0
3772,2.951366,-1.11503,0
3773,0.723714,-0.675078,0
3774,-2.076404,-2.386633,0
3775,0.284561,-0.643887,0
3776,1.704655,-0.654811,0
3777,-2.345686,-0.712535,0
3778,1.363792,-2.026236,0
3779,-1.54086,-1.054763,0
3780,-0.532359,-0.732276,0
3781,0.999677,1.76008,0
3782,0.70259,0.443725,0
3783,-0.553953,-0.298978,0
3784,0.09098,-0.294235,0
3785,-0.070622,0.699685,0
3786,0.365766,-1.474853,0
3787,0.88814,-1.779826,0
3788,0.249716,-0.817088,0
3789,1.243454,-0.543406,0
3790,0.046419,0.761661,0
3791,-0.00119,0.41643,0
3792,-0.880723,-0.645826,0
3793,0.193601,0.073715,0
3794,-0.333607,1.972495,0
3795,-1.740414,-0.340759,0
3796,0.091504,-0.188144,0
3797,-0.5053,-0.60719,0
3798,-2.55512,0.010517,0
3799,-0.401719,2.03735,0
3800,0.059821,0.025961,0
3801,-0.523122,2.559894,0
3802,0.275198,-0.031535,0
3803,1.141682,-0.442214,0
3804,1.074494,-0.195882,0
3805,0.742113,-1.008524,0
3806,-0.468236,-1.189722,0
3807,0.297421,-0.416334,0
3808,-0.725911,-0.397603,0
3809,1.446969,-0.760357,0
3810,-0.891979,0.955631,0
3811,0.596855,-0.295696,0
3812,-0.60543,-0.50396,0
3813,-0.496997,0.078945,0
3814,0.861384,-0.09539,0
3815,0.731805,0.733837,0
3816,-0.644797,0.698723,0
3817,-2.127971,-1.023552,0
3818,-0.110132,-0.083796,0
3819,0.776526,-1.120827,0
3820,0.548895,-0.77879,0
3821,0.746711,-0.906264,0
3822,0.101716,0.655144,0
3823,0.135981,0.099016,0
3824,-0.003925,-1.054025,0
3825,-1.54569,0.144699,0
3826,-0.709784,-0.038379,0
3827,0.291494,-0.00422,0
3828,0.717061,-1.174662,0
3829,1.507465,0.869368,0
3830,0.738692,-0.716172,0
3831,0.800023,-0.624162,0
3832,0.443474,-0.586241,0
3833,1.666692,0.15188,0
3834,-1.198622,1.467673,0
3835,0.188129,-1.669396,0
3836,1.805911,-1.465325,0
3837,-0.157025,0.293795,0
3838,-2.135649,0.209455,0
3839,-1.636545,0.815333,0
3840,0.561424,-0.79874,0
3841,1.262227,-1.09204,0
3842,0.820647,-1.155118,0
3843,-3.119604,-0.651779,0
3844,0.587043,-0.300303,0
3845,0.123996,0.155132,0
3846,-0.407816,0.232056,0
3847,-0.578612,1.775635,0
3848,-1.945072,0.533652,0
3849,1.42018,0.251704,0
3850,0.49405,-1.018672,0
3851,-0.934485,-0.633123,0
3852,1.751226,-0.981228,0
3853,0.337677,1.205335,0
3854,0.06774,-0.100604,0
3855,-1.013316,-1.247425,0
3856,0.763018,-1.384972,0
3857,0.556467,0.120374,0
3858,0.547443,-1.914758,0
3859,0.652469,0.951074,0
3860,0.044278,1.520174,0
3861,-0.058256,0.404683,0
